sex,has_photo,has_mobile,followers_count,graduation,education_form,relation,education_status,langs,life_main,people_main,occupation_type,career_start,career_end,result,age,num_langs
male,0,1.0,165.0,0.0,Full-time,0.0,Alumnus (Bachelor's),Українська;English,False,False,university,2013,False,0,37.0,2
female,1,1.0,332.0,2010.0,Full-time,0.0,Alumnus (Specialist),English,False,False,university,False,False,1,37.0,1
male,1,1.0,523.0,0.0,Full-time,6.0,Undergraduate applicant,Українська;English,6,2,,False,False,0,34.0,2
male,0,1.0,2193.0,2007.0,Full-time,4.0,Alumnus (Master's),Українська;Русский;English,0,0,work,2016,False,1,37.0,3
male,0,1.0,313.0,2014.0,Full-time,4.0,Student (Specialist),Українська;English,6,2,work,2014,False,1,33.0,2
female,1,1.0,982.0,2006.0,Distance Learning,4.0,Alumnus (Bachelor's),Українська;Русский;Deutsch;English;Polski,False,False,university,False,False,1,37.0,5
male,0,1.0,134.0,2002.0,Distance Learning,4.0,Alumnus (Specialist),Українська,False,False,university,False,False,0,55.0,1
male,0,1.0,152.0,0.0,Full-time,2.0,Student (Specialist),Українська,6,2,university,False,False,0,37.0,1
male,1,1.0,4580.0,2008.0,Full-time,0.0,Alumnus (Master's),Українська;English;Русский;Polski,0,0,work,2009,False,1,38.0,4
male,1,1.0,44.0,2007.0,Full-time,2.0,Alumnus (Specialist),Українська;Русский,7,1,work,2002,False,0,37.0,2
female,1,1.0,342.0,2012.0,Distance Learning,1.0,Alumnus (Specialist),False,0,0,university,False,False,1,37.0,1
male,1,1.0,163.0,2012.0,Full-time,1.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,35.0,1
male,0,1.0,139.0,2011.0,Full-time,0.0,Alumnus (Specialist),Українська;Русский;English,0,0,university,2008,2014,0,37.0,3
male,0,1.0,222.0,0.0,Full-time,4.0,Student (Master's),Українська,0,0,work,2016,False,0,34.0,1
male,1,1.0,114.0,2014.0,Full-time,1.0,Alumnus (Specialist),Українська,5,2,university,False,2013,1,34.0,1
female,1,1.0,563.0,0.0,,0.0,Student (Master's),False,0,0,work,2021,False,1,37.0,1
female,1,1.0,241.0,2010.0,Full-time,4.0,Alumnus (Specialist),Українська,0,6,university,False,False,1,37.0,1
male,1,1.0,61.0,2015.0,Full-time,4.0,Student (Bachelor's),English;Українська,6,2,work,2015,False,1,37.0,2
male,1,1.0,117.0,2015.0,Full-time,0.0,Student (Specialist),Українська;English;Français,False,False,,False,False,0,36.0,3
female,0,1.0,176.0,2009.0,Full-time,0.0,Student (Specialist),False,False,False,work,2006,False,0,38.0,1
female,1,1.0,33.0,2015.0,Full-time,1.0,Alumnus (Specialist),False,0,6,university,False,False,0,32.0,1
female,0,1.0,169.0,2010.0,Distance Learning,4.0,Alumnus (Specialist),Українська,False,False,work,2008,False,1,37.0,1
female,0,1.0,14773.0,2010.0,Distance Learning,0.0,Student (Master's),Українська,7,2,work,False,False,0,29.0,1
male,0,1.0,99.0,2009.0,Distance Learning,1.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,37.0,1
male,0,1.0,972.0,2012.0,Full-time,0.0,Alumnus (Specialist),Українська,7,1,university,False,False,0,37.0,1
female,1,1.0,415.0,2016.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,,False,False,1,37.0,1
female,0,1.0,772.0,2010.0,Full-time,4.0,Student (Specialist),Українська,6,2,work,2010,False,1,37.0,1
male,0,1.0,64.0,2010.0,Full-time,4.0,Alumnus (Bachelor's),Українська,0,0,university,False,False,0,37.0,1
male,0,1.0,183.0,2009.0,Distance Learning,4.0,Alumnus (Specialist),Українська,False,False,university,False,False,0,37.0,1
male,1,1.0,1.0,0.0,Distance Learning,4.0,Alumnus (Bachelor's),Українська,0,0,university,False,False,1,52.0,1
female,0,1.0,423.0,2016.0,Distance Learning,0.0,Student (Master's),English;Українська;Русский,0,0,university,False,False,1,32.0,3
male,1,1.0,45.0,2015.0,,0.0,Student (Specialist),Українська;English,False,False,university,False,False,0,34.0,2
female,1,1.0,42.0,2008.0,Full-time,0.0,Alumnus (Specialist),False,False,False,university,False,False,1,39.0,1
male,1,1.0,140.0,2011.0,Full-time,1.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,36.0,1
female,0,1.0,319.0,2016.0,Full-time,0.0,Student (Bachelor's),Українська;English;Français;Lingua Latina,1,2,university,False,False,1,37.0,4
female,1,1.0,524.0,2005.0,Distance Learning,0.0,Alumnus (Bachelor's),Українська,0,0,work,2017,False,0,37.0,1
male,1,1.0,4417.0,0.0,Full-time,0.0,PhD,Українська;English;Türkçe;Башҡортса;Татарча,5,2,work,2009,False,1,37.0,5
male,0,1.0,402.0,2011.0,Full-time,0.0,Student (Specialist),False,1,1,work,2018,False,1,36.0,1
female,0,1.0,1654.0,2011.0,,0.0,Alumnus (Specialist),False,False,False,university,False,False,1,37.0,1
male,1,1.0,109.0,2012.0,Distance Learning,0.0,PhD,Українська,0,0,university,2006,False,0,37.0,1
male,0,1.0,48.0,2015.0,Distance Learning,4.0,Student (Specialist),False,False,False,university,False,False,0,35.0,1
male,1,1.0,213.0,2012.0,Full-time,0.0,Student (Specialist),Українська,0,0,university,2007,2012,0,37.0,1
female,1,1.0,182.0,2004.0,Full-time,4.0,Alumnus (Specialist),False,False,False,university,False,False,1,37.0,1
male,0,1.0,422.0,1993.0,Full-time,0.0,Alumnus (Master's),Українська,7,2,work,1984,False,1,58.0,1
male,0,1.0,7.0,2013.0,Full-time,0.0,Student (Specialist),Українська;Русский;English,6,1,university,False,False,0,37.0,3
male,1,1.0,264.0,2010.0,Full-time,1.0,Student (Bachelor's),False,False,False,university,False,False,0,37.0,1
female,1,1.0,196.0,2014.0,Full-time,7.0,Alumnus (Bachelor's),False,6,1,work,2014,False,1,37.0,1
male,1,1.0,264.0,2011.0,Full-time,5.0,Alumnus (Specialist),Українська,False,False,work,2003,False,0,42.0,1
male,1,1.0,75.0,2001.0,Distance Learning,0.0,Alumnus (Bachelor's),Українська,False,False,university,False,False,0,37.0,1
male,1,1.0,108.0,2014.0,Distance Learning,6.0,Student (Bachelor's),Українська,0,0,university,False,False,0,37.0,1
male,0,1.0,72.0,2011.0,Distance Learning,4.0,Alumnus (Specialist),False,1,2,university,False,False,0,38.0,1
female,1,1.0,313.0,2013.0,Full-time,1.0,Student (Master's),False,False,False,university,False,False,1,34.0,1
male,0,1.0,104.0,2001.0,Distance Learning,4.0,Alumnus (Specialist),Українська,1,2,university,False,False,0,19.0,1
female,1,1.0,378.0,2009.0,Distance Learning,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
male,0,1.0,100.0,0.0,Full-time,6.0,Alumnus (Specialist),Українська,5,2,work,1998,False,1,37.0,1
male,1,1.0,340.0,2006.0,Full-time,7.0,Alumnus (Specialist),Українська;English,0,0,university,False,False,0,42.0,2
female,1,1.0,214.0,2009.0,Full-time,0.0,Alumnus (Specialist),Українська;English;Español,False,False,university,False,False,1,37.0,3
male,0,1.0,268.0,2013.0,Distance Learning,0.0,Student (Specialist),Українська,6,2,work,2011,False,0,37.0,1
female,0,1.0,311.0,2014.0,Full-time,0.0,Alumnus (Specialist),Українська;Español;Українська;English,1,0,university,False,False,1,34.0,4
female,0,1.0,1509.0,2015.0,Full-time,0.0,Alumnus (Specialist),False,1,1,work,2011,False,1,32.0,1
female,0,1.0,147.0,2015.0,Full-time,0.0,Alumnus (Master's),Українська;English;Deutsch;Français,0,0,university,2013,2015,1,37.0,4
male,0,1.0,133.0,2019.0,Full-time,0.0,Alumnus (Bachelor's),Українська,0,0,work,False,False,1,37.0,1
male,0,1.0,95.0,2014.0,Full-time,0.0,Alumnus (Specialist),False,0,0,university,False,False,0,37.0,1
female,0,1.0,72.0,2005.0,,0.0,Alumnus (Master's),False,False,False,university,False,False,1,37.0,1
female,1,1.0,285.0,0.0,Full-time,7.0,Student (Specialist),Українська,1,1,university,False,False,1,32.0,1
female,0,1.0,74.0,2007.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,40.0,1
male,1,1.0,24.0,2012.0,Full-time,0.0,Student (Specialist),False,0,0,university,False,False,1,37.0,1
female,1,1.0,237.0,0.0,,0.0,Student (Bachelor's),False,0,0,university,False,False,1,37.0,1
female,1,1.0,763.0,0.0,Full-time,4.0,Alumnus (Bachelor's),Українська,6,2,work,2017,False,1,37.0,1
male,0,1.0,313.0,2008.0,Distance Learning,4.0,Student (Specialist),Українська,0,0,university,False,False,0,44.0,1
female,1,1.0,1132.0,0.0,Full-time,1.0,Student (Specialist),Українська,False,False,university,False,False,0,37.0,1
female,1,1.0,96.0,2018.0,,0.0,Alumnus (Bachelor's),False,0,6,work,False,False,1,37.0,1
male,0,1.0,393.0,2020.0,Distance Learning,1.0,Alumnus (Bachelor's),Українська;English,0,0,work,2007,False,0,37.0,2
male,0,1.0,470.0,2013.0,,3.0,Alumnus (Bachelor's),Українська;Башҡортса;English,6,5,work,2017,False,0,37.0,3
female,0,1.0,389.0,2012.0,,0.0,Alumnus (Bachelor's),Українська,False,False,work,False,False,1,35.0,1
female,0,1.0,171.0,2014.0,Distance Learning,1.0,Student (Specialist),Українська,0,0,work,2014,False,1,37.0,1
male,0,1.0,115.0,2013.0,Distance Learning,4.0,Student (Specialist),Українська,False,False,university,False,False,0,37.0,1
female,0,1.0,219.0,1997.0,Full-time,4.0,Alumnus (Master's),Українська,6,2,university,False,False,1,50.0,1
female,0,1.0,1241.0,1990.0,Full-time,1.0,Alumnus (Specialist),Українська;English;Deutsch;עברית,6,6,university,1990,2020,1,57.0,4
male,1,1.0,301.0,2012.0,Full-time,6.0,Student (Bachelor's),Українська;Română,6,5,university,2009,2013,0,36.0,2
male,0,1.0,8712.0,2006.0,Distance Learning,6.0,Undergraduate applicant,Українська;Русский,1,2,university,False,False,0,37.0,2
female,1,1.0,481.0,2015.0,Full-time,1.0,Alumnus (Master's),Українська;Русский;English;Հայերեն,0,0,university,False,False,1,32.0,4
female,1,1.0,714.0,2010.0,Full-time,2.0,Alumnus (Specialist),False,False,False,university,2010,False,1,37.0,1
female,0,1.0,1071.0,2009.0,Full-time,0.0,Alumnus (Specialist),Українська,6,1,work,False,False,1,37.0,1
male,1,1.0,29.0,2013.0,Full-time,1.0,Student (Bachelor's),Українська,False,False,university,2008,2009,1,34.0,1
female,1,1.0,109.0,2004.0,Full-time,0.0,Alumnus (Bachelor's),Українська,1,2,university,False,False,1,43.0,1
female,0,1.0,974.0,2018.0,Full-time,0.0,Alumnus (Bachelor's),Українська;English;汉语,6,6,university,False,False,1,30.0,3
male,0,1.0,189.0,0.0,Full-time,4.0,Alumnus (Master's),False,0,0,,False,False,0,32.0,1
male,1,1.0,134.0,2016.0,Full-time,0.0,Alumnus (Bachelor's),Українська,False,False,university,False,False,0,37.0,1
female,1,1.0,729.0,2009.0,Full-time,4.0,Student (Bachelor's),Українська;English;Русский,False,False,university,False,False,1,39.0,3
male,0,1.0,112.0,2009.0,Part-time,0.0,Alumnus (Specialist),False,0,0,work,2003,False,0,37.0,1
male,0,1.0,103.0,2010.0,Full-time,0.0,Alumnus (Specialist),Українська;Ирон,1,2,university,False,False,1,37.0,2
male,0,1.0,949.0,2012.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,work,False,False,0,36.0,1
male,1,1.0,224.0,2017.0,Full-time,0.0,Student (Specialist),False,1,2,university,False,False,0,37.0,1
male,0,1.0,936.0,2013.0,Full-time,4.0,Student (Master's),Українська,False,False,work,2016,False,0,34.0,1
male,1,1.0,35.0,2013.0,Full-time,4.0,Student (Specialist),Українська,0,0,university,False,False,1,37.0,1
male,0,1.0,1138.0,2009.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,university,False,False,1,37.0,1
female,0,1.0,621.0,2020.0,Full-time,0.0,Student (Master's),Українська;English;Deutsch,6,5,university,False,False,1,37.0,3
female,0,1.0,315.0,2018.0,Full-time,0.0,Student (Specialist),False,0,0,university,False,False,1,37.0,1
female,1,1.0,184.0,2014.0,Full-time,0.0,Alumnus (Specialist),False,False,False,university,False,False,1,34.0,1
female,0,1.0,421.0,2012.0,Full-time,4.0,Student (Bachelor's),False,False,False,university,False,False,1,35.0,1
male,0,1.0,5299.0,2018.0,Distance Learning,0.0,Student (Specialist),Українська;English;Deutsch,6,1,work,2013,False,1,37.0,3
male,0,1.0,604.0,2011.0,Full-time,4.0,Alumnus (Specialist),Українська;English,0,0,university,False,False,0,37.0,2
male,1,1.0,155.0,2011.0,Full-time,0.0,Student (Specialist),Українська,0,0,university,False,False,0,37.0,1
male,1,1.0,23.0,2007.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,37.0,1
female,1,1.0,283.0,2013.0,Full-time,0.0,Alumnus (Master's),Українська,0,0,university,False,False,1,37.0,1
male,1,1.0,422.0,2014.0,Distance Learning,4.0,Student (Bachelor's),Українська;English;Татарча,2,2,work,2014,False,0,37.0,3
male,0,1.0,145.0,2010.0,Distance Learning,4.0,Student (Specialist),False,0,6,university,False,False,0,41.0,1
male,1,1.0,120.0,2014.0,Distance Learning,4.0,Alumnus (Specialist),Українська,5,1,university,2010,False,0,36.0,1
male,0,1.0,67.0,2007.0,Full-time,4.0,Student (Specialist),Українська,1,0,university,False,False,0,37.0,1
male,1,1.0,89.0,2012.0,Full-time,1.0,Student (Master's),Українська;Русский;English;Deutsch,6,6,university,False,False,0,35.0,4
male,1,1.0,932.0,1999.0,Full-time,1.0,Alumnus (Specialist),Українська;English;Deutsch;Українська,6,2,work,2004,False,1,49.0,4
female,1,1.0,685.0,0.0,Full-time,0.0,Student (Specialist),Українська;English,0,0,university,False,False,1,37.0,2
male,0,1.0,133.0,2006.0,Full-time,4.0,Alumnus (Specialist),Українська,1,6,work,2006,False,0,42.0,1
female,0,1.0,504.0,2022.0,Full-time,0.0,Student (Bachelor's),Українська;English;Français;Italiano;Español,5,2,work,2019,False,1,25.0,5
female,0,1.0,217.0,2001.0,Full-time,1.0,Alumnus (Specialist),Українська,0,0,work,False,False,1,46.0,1
male,0,1.0,303.0,2012.0,Full-time,7.0,Student (Specialist),Українська,6,2,university,2007,2019,0,37.0,1
female,1,1.0,96.0,2001.0,Distance Learning,0.0,Alumnus (Bachelor's),False,0,0,university,False,False,1,37.0,1
male,0,1.0,0.0,2016.0,Full-time,4.0,Student (Specialist),False,0,0,university,False,False,0,37.0,1
female,0,1.0,2.0,2013.0,Full-time,0.0,Alumnus (Specialist),False,0,0,work,False,False,1,37.0,1
male,0,1.0,54.0,2004.0,Distance Learning,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
female,0,1.0,809.0,2000.0,Full-time,0.0,Alumnus (Specialist),Українська,1,0,university,False,False,1,37.0,1
female,0,1.0,1349.0,2006.0,Full-time,4.0,Alumnus (Master's),Українська,6,2,university,False,False,1,41.0,1
male,0,1.0,38.0,2008.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,work,2009,False,0,38.0,1
male,0,1.0,168.0,2009.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,university,False,False,0,37.0,1
male,1,1.0,129.0,0.0,,0.0,Student (Specialist),Українська;English,0,0,university,False,False,1,37.0,2
male,1,1.0,305.0,0.0,Full-time,0.0,Student (Specialist),Українська,0,0,university,False,False,0,35.0,1
male,0,1.0,2.0,2004.0,Distance Learning,0.0,Alumnus (Bachelor's),False,0,0,work,2007,False,0,46.0,1
female,1,1.0,931.0,2012.0,Full-time,0.0,Student (Specialist),False,0,0,university,False,False,1,37.0,1
male,0,1.0,41.0,2004.0,Full-time,4.0,Candidate of Sciences,Українська,0,0,work,2007,False,1,37.0,1
female,0,1.0,328.0,2018.0,,1.0,Alumnus (Bachelor's),Українська,1,0,university,2015,2019,1,37.0,1
male,1,1.0,340.0,2015.0,Full-time,4.0,Student (Specialist),Українська,0,0,university,2017,2018,0,37.0,1
male,0,1.0,117.0,2015.0,Full-time,0.0,Student (Specialist),False,0,0,university,False,False,1,37.0,1
male,1,1.0,191.0,2006.0,Full-time,0.0,Alumnus (Master's),Українська,5,5,university,False,False,1,37.0,1
female,1,0.0,54.0,2008.0,Full-time,0.0,Alumnus (Specialist),False,0,2,university,False,False,1,37.0,1
male,1,1.0,323.0,2017.0,Distance Learning,0.0,Student (Bachelor's),Українська,0,0,university,False,False,0,37.0,1
female,0,1.0,230.0,2011.0,Distance Learning,0.0,Student (Specialist),Українська,1,2,work,2018,False,1,37.0,1
male,1,1.0,875.0,2010.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,work,2009,False,0,38.0,1
female,0,1.0,732.0,0.0,Full-time,4.0,Alumnus (Bachelor's),Українська,6,2,university,False,False,1,32.0,1
female,1,1.0,187.0,2017.0,,0.0,Alumnus (Bachelor's),Українська;English;Deutsch,False,2,university,False,False,1,29.0,3
male,1,1.0,330.0,2011.0,Part-time,1.0,Alumnus (Specialist),Українська,8,1,university,False,False,0,36.0,1
male,0,1.0,440.0,2009.0,Full-time,4.0,Student (Bachelor's),Українська,1,2,work,2012,False,0,36.0,1
male,1,1.0,2.0,2009.0,Full-time,2.0,Undergraduate applicant,False,False,False,,False,False,0,37.0,1
male,1,1.0,2664.0,2006.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,work,2007,False,1,43.0,1
female,0,1.0,806.0,2015.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,32.0,1
male,1,1.0,292.0,2014.0,Full-time,4.0,Student (Specialist),Українська,0,0,university,False,False,0,34.0,1
female,1,1.0,1019.0,2016.0,,4.0,Student (Bachelor's),Українська;English;Lingua Latina;עברית;Беларуская,0,0,university,2013,2016,1,32.0,5
male,1,1.0,58.0,1985.0,Full-time,4.0,Alumnus (Master's),Українська,False,False,university,False,False,0,62.0,1
male,0,1.0,108.0,0.0,Distance Learning,4.0,Alumnus (Specialist),Українська,False,False,university,False,False,0,37.0,1
female,1,1.0,531.0,2021.0,Full-time,0.0,Alumnus (Bachelor's),False,0,0,university,False,False,1,27.0,1
male,1,1.0,94.0,2009.0,Full-time,0.0,Student (Specialist),False,False,False,work,2011,False,0,38.0,1
male,1,1.0,164.0,2014.0,Full-time,0.0,Alumnus (Master's),Українська;English;Deutsch,6,2,work,2013,False,1,35.0,3
female,0,1.0,1300.0,2013.0,Full-time,1.0,Student (Specialist),Українська,0,0,university,False,False,1,37.0,1
male,0,1.0,135.0,2014.0,Full-time,1.0,Student (Specialist),Українська;English;Deutsch,0,0,university,False,False,1,37.0,3
male,1,1.0,334.0,2009.0,Full-time,7.0,Alumnus (Specialist),Українська,1,2,work,2009,False,0,39.0,1
male,0,1.0,566.0,2012.0,Full-time,4.0,Student (Specialist),Українська,6,2,work,2013,False,0,35.0,1
male,1,1.0,36.0,2005.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,work,False,False,0,43.0,1
male,0,1.0,58.0,2003.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,work,2018,False,0,42.0,1
male,0,1.0,101.0,2008.0,Full-time,0.0,Alumnus (Specialist),Українська,False,False,work,False,False,0,42.0,1
female,1,1.0,776.0,2012.0,Full-time,4.0,Student (Specialist),Українська,False,False,university,False,False,1,36.0,1
female,0,1.0,164.0,0.0,Full-time,1.0,Student (Specialist),Українська;English,6,2,university,False,False,1,29.0,2
male,0,1.0,508.0,2009.0,Full-time,4.0,Student (Specialist),False,False,False,university,1987,2007,0,38.0,1
female,0,1.0,49.0,2006.0,Full-time,0.0,Alumnus (Specialist),False,False,False,work,2006,False,1,41.0,1
female,1,1.0,226.0,2013.0,Part-time,4.0,Alumnus (Specialist),Українська,1,6,university,False,False,1,37.0,1
female,1,1.0,244.0,2013.0,Full-time,2.0,Alumnus (Bachelor's),Українська,0,0,university,2019,2021,1,34.0,1
female,0,1.0,56.0,2019.0,,0.0,Alumnus (Bachelor's),False,7,6,university,False,False,1,30.0,1
female,1,1.0,1750.0,2014.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,37.0,1
female,1,1.0,784.0,0.0,Full-time,4.0,Student (Master's),Українська,False,False,university,False,False,1,38.0,1
male,1,1.0,331.0,2007.0,Full-time,4.0,Alumnus (Master's),Українська,0,0,work,2007,False,0,37.0,1
male,1,1.0,214.0,0.0,Full-time,0.0,Student (Specialist),False,0,0,university,False,False,1,37.0,1
male,0,1.0,101.0,2011.0,Full-time,2.0,Student (Bachelor's),Українська,1,3,work,2016,False,0,37.0,1
male,1,1.0,23.0,0.0,Full-time,0.0,Student (Specialist),Українська,0,0,work,False,False,0,37.0,1
female,1,1.0,339.0,2011.0,Distance Learning,4.0,Alumnus (Bachelor's),Українська,0,2,university,False,False,1,37.0,1
male,1,1.0,339.0,2013.0,Distance Learning,1.0,Student (Specialist),Українська,0,0,university,False,False,1,36.0,1
male,0,1.0,37.0,2005.0,Full-time,4.0,Alumnus (Specialist),Українська;Русский;English;Français,False,False,university,False,False,0,46.0,4
female,1,1.0,933.0,2007.0,Full-time,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,41.0,1
female,1,1.0,352.0,2012.0,,0.0,Alumnus (Specialist),Українська;English,0,0,work,False,False,1,37.0,2
female,0,1.0,780.0,0.0,,0.0,Alumnus (Bachelor's),False,5,0,university,False,False,1,33.0,1
female,1,1.0,0.0,2010.0,Distance Learning,1.0,Alumnus (Specialist),Українська,6,6,work,False,False,1,44.0,1
female,1,1.0,3801.0,2012.0,Full-time,1.0,Alumnus (Specialist),Українська;English,6,2,university,False,False,1,37.0,2
male,0,1.0,27.0,0.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,university,False,False,0,36.0,1
male,0,1.0,340.0,2010.0,Full-time,0.0,Student (Specialist),Українська,0,0,work,False,False,0,37.0,1
female,1,1.0,194.0,2007.0,,0.0,Alumnus (Specialist),Українська,0,0,university,False,False,1,41.0,1
male,1,1.0,201.0,2010.0,Full-time,7.0,Alumnus (Specialist),Українська;English,1,2,work,2016,False,0,38.0,2
female,0,1.0,19.0,2002.0,Full-time,0.0,Alumnus (Specialist),False,False,False,university,False,False,1,37.0,1
female,0,1.0,347.0,2018.0,Full-time,0.0,Alumnus (Bachelor's),Українська,0,0,university,2020,False,1,37.0,1
female,1,1.0,928.0,2019.0,,0.0,Alumnus (Specialist),Українська,0,0,work,2016,False,1,30.0,1
male,0,1.0,5162.0,2011.0,Full-time,6.0,Undergraduate applicant,Українська,0,0,work,2011,False,1,37.0,1
female,0,1.0,176.0,2009.0,Distance Learning,1.0,Alumnus (Specialist),Українська,False,False,university,False,False,0,39.0,1
male,0,1.0,123.0,2008.0,Full-time,1.0,Alumnus (Specialist),Українська;English;Deutsch;Italiano,5,2,university,False,False,0,112.0,4
male,1,1.0,190.0,2017.0,Distance Learning,0.0,Student (Bachelor's),False,0,0,university,False,False,0,37.0,1
male,1,1.0,174.0,2015.0,Full-time,0.0,Student (Specialist),Українська,1,2,university,False,False,0,35.0,1
female,1,1.0,513.0,2006.0,Full-time,4.0,Alumnus (Specialist),False,False,False,work,2006,False,1,42.0,1
female,1,1.0,424.0,2017.0,Full-time,0.0,Student (Bachelor's),False,False,False,university,False,False,1,30.0,1
female,0,1.0,247.0,2009.0,Part-time,4.0,Student (Specialist),False,0,0,university,False,False,1,37.0,1
female,0,0.0,264.0,2014.0,Distance Learning,5.0,Student (Specialist),Українська,6,False,work,False,False,1,37.0,1
male,1,1.0,341.0,2019.0,Full-time,0.0,Alumnus (Master's),Українська,0,0,work,False,False,0,37.0,1
female,0,1.0,244.0,2014.0,,0.0,Alumnus (Bachelor's),English,0,0,university,False,False,1,37.0,1
female,1,1.0,2075.0,0.0,Distance Learning,4.0,Student (Specialist),Українська;Русский,1,2,university,False,False,1,37.0,2
male,0,1.0,657.0,2007.0,Full-time,2.0,Alumnus (Specialist),Українська,5,2,university,2007,2006,1,37.0,1
male,0,1.0,573.0,0.0,Distance Learning,4.0,Student (Specialist),Українська,0,0,university,2006,2010,0,34.0,1
female,0,1.0,267.0,0.0,,0.0,Student (Master's),False,0,6,university,False,False,0,30.0,1
female,0,1.0,949.0,2006.0,,4.0,Alumnus (Specialist),Українська,6,1,work,2012,False,1,42.0,1
male,1,1.0,203.0,2002.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,work,False,False,0,37.0,1
female,0,1.0,136.0,2013.0,Full-time,0.0,Alumnus (Specialist),False,False,False,work,False,False,1,37.0,1
male,0,1.0,118.0,2009.0,Full-time,0.0,Alumnus (Specialist),Українська;English,0,0,university,False,False,0,37.0,2
female,1,1.0,287.0,2008.0,Full-time,0.0,Alumnus (Master's),Українська;Русский,6,6,work,2008,False,1,39.0,2
male,1,1.0,27.0,2011.0,Full-time,4.0,Alumnus (Bachelor's),False,0,2,work,2011,False,0,37.0,1
male,1,1.0,220.0,2014.0,Full-time,6.0,Student (Specialist),Українська;English,6,6,work,2014,False,0,37.0,2
male,1,1.0,219.0,2003.0,Full-time,4.0,Alumnus (Specialist),Українська,False,False,university,False,False,0,44.0,1
male,1,1.0,142.0,2003.0,Full-time,4.0,Alumnus (Specialist),Українська,0,0,work,2007,False,0,45.0,1
female,0,1.0,231.0,2016.0,Full-time,0.0,Student (Bachelor's),Українська;English,5,6,university,False,False,0,31.0,2
male,0,1.0,315.0,2017.0,Full-time,2.0,Student (Bachelor's),Čeština;Українська;English,6,1,work,2009,False,1,34.0,3
female,1,1.0,317.0,2009.0,Full-time,1.0,Alumnus (Bachelor's),False,0,0,work,2013,False,1,37.0,1
male,0,1.0,284.0,2009.0,Full-time,4.0,Alumnus (Specialist),Українська;English,0,2,work,False,False,0,40.0,2
female,1,1.0,323.0,0.0,Full-time,0.0,Student (Specialist),Українська,6,2,work,2014,False,1,37.0,1
female,1,1.0,219.0,0.0,,4.0,Alumnus (Specialist),Українська,0,0,work,2018,False,1,37.0,1
female,1,1.0,208.0,2006.0,Full-time,0.0,Alumnus (Specialist),False,False,False,university,False,False,0,37.0,1
male,1,1.0,137.0,2005.0,Full-time,4.0,Alumnus (Master's),Українська;English;Русский;Türkçe,1,6,university,2004,2021,0,42.0,4
male,1,1.0,16.0,2005.0,Full-time,0.0,Alumnus (Specialist),Українська,1,2,university,False,False,0,44.0,1
female,0,1.0,175.0,2011.0,Full-time,7.0,Alumnus (Specialist),Українська;English,0,0,university,False,False,1,36.0,2
female,0,1.0,235.0,2015.0,Full-time,0.0,Student (Bachelor's),False,0,0,university,False,False,1,32.0,1
female,0,1.0,547.0,2012.0,,0.0,Alumnus (Specialist),Українська;English,0,0,university,False,False,1,37.0,2
female,0,1.0,142.0,2011.0,Full-time,1.0,Student (Bachelor's),False,False,False,university,False,False,1,33.0,1
female,0,1.0,137.0,0.0,Full-time,1.0,Student (Specialist),Українська,False,False,work,2008,False,1,32.0,1
male,0,1.0,38.0,2018.0,Full-time,4.0,Alumnus (Bachelor's),Українська,0,0,university,False,False,0,37.0,1
male,0,1.0,146.0,2008.0,Full-time,1.0,Alumnus (Specialist),Українська,0,0,university,False,False,0,39.0,1
male,1,1.0,138.0,2016.0,Full-time,0.0,Student (Bachelor's),Українська,False,False,university,False,False,0,31.0,1
male,1,1.0,50.0,2011.0,Full-time,1.0,Alumnus (Bachelor's),Українська,0,2,university,False,False,0,37.0,1
male,0,1.0,84.0,2013.0,Full-time,0.0,Student (Specialist),Українська,1,False,university,False,False,0,37.0,1
female,1,1.0,19.0,2009.0,Full-time,0.0,Alumnus (Specialist),False,0,0,work,2014,False,1,39.0,1
male,0,1.0,120.0,2015.0,Full-time,6.0,Student (Bachelor's),Українська,6,2,university,False,False,0,33.0,1
male,1,1.0,122.0,2012.0,Full-time,4.0,Student (Bachelor's),Українська,False,6,work,2008,False,0,35.0,1
